loan_id,disbursement_date,expire_date,is_employed,loan_amount,number_of_defaults,outstanding_balance,interest_rate,age,remaining_term,salary,loan_status
72a27594-00ca-4b53-801c-afe13db2f8b7,2022-06-28,2023-06-23,False,31571.79,1,22718.3,6.18,51,12,91900.68,Non-Default
24ee8414-b2c9-49c4-bc41-4f9eea27b298,2020-10-10,2021-10-05,False,44532.21,0,1511.76,22.97,20,12,95042.75,Default
d785a61c-e3e3-4f20-bcd7-b1453daf7d66,2024-04-08,2025-04-03,False,43398.57,4,44007.87,4.69,68,12,66244.18,Default
8d768cd9-da69-4d25-802f-5013d582943e,2024-07-24,2026-07-14,False,25540.78,0,14708.97,21.35,73,24,47900.09,Default
86443ee6-c917-4552-8a28-e30642b2dfab,2021-02-01,2026-01-06,False,42000.69,3,41167.77,6.41,66,60,84967.58,Non-Default
560cdfa8-ed3e-418f-ac52-b83ba6f3e2d6,2023-07-13,2028-06-16,False,4562.77,5,16149.45,6.26,49,60,21069.99,Non-Default
09e942c3-a48a-4fea-8d13-21c245e798d4,2023-12-07,2027-11-16,False,19359.57,2,37777.78,12.43,55,48,61411.72,Default
3744c10b-0bcc-441d-913d-452a57c7c754,2023-03-28,2026-03-12,False,20977.68,3,15082.83,20.61,27,36,117445.86,Default
8290bca1-0932-46e3-867d-e835159d87da,2020-08-16,2022-08-06,False,24480.74,2,25789.34,12.32,20,24,82232.13,Default
c5458ee9-64f4-41f4-9dce-042d9d152386,2023-12-05,2028-11-08,False,17846.15,3,42843.0,23.69,69,60,26086.24,Non-Default
93751038-1615-49de-9c46-194be3f671f2,2022-04-17,2027-03-22,False,28945.58,5,28213.55,22.91,60,60,108582.25,Non-Default
b105bf33-633e-4b1b-881f-fe23809c3ea0,2021-01-09,2022-01-04,False,7946.66,4,6176.94,22.17,19,12,74791.22,Non-Default
3a43a4d9-062c-45a1-8dd0-6365dd005bbc,2021-04-29,2022-04-24,False,39939.87,2,22982.08,15.85,74,12,115245.86,Default
6736882d-9df3-4440-8c15-6ff69c9b9142,2023-12-23,2028-11-26,True,46482.34,2,47966.02,19.09,68,60,31467.87,Default
94de1e66-4197-4fee-a9e5-4130030a6301,2023-06-05,2027-05-15,True,34881.14,5,11345.29,7.11,67,48,98364.03,Non-Default
6179f30b-a4bf-4b1f-8ddc-fa2fb4a422ef,2020-09-26,2025-08-31,True,48679.61,0,18969.84,15.91,70,60,24083.28,Non-Default
91c522ee-368c-4d8e-a779-0279e89d2ef4,2022-09-03,2023-08-29,False,47563.79,0,19241.62,10.34,63,12,80468.02,Default
afb2e3c4-b453-4841-9d62-8bd4bd81a0b0,2023-02-22,2024-02-17,True,10374.59,5,28858.15,22.05,71,12,72417.48,Default
c8be40f4-f6ea-49c8-add7-cc92c9a35484,2022-01-23,2023-01-18,False,43425.13,3,3513.48,24.11,71,12,92359.89,Default
58f248c8-f386-4749-8623-a025c330fe0f,2022-10-12,2024-10-01,True,10835.32,1,36877.6,18.24,41,24,23153.7,Default
9774c0ac-26d3-4698-a2b5-3cdc7502c687,2024-07-27,2025-07-22,True,20333.96,5,31268.14,7.24,34,12,68857.76,Default
3157c827-e852-4c26-82ee-8a3990645014,2021-08-22,2023-08-12,True,20882.06,0,40471.72,18.61,32,24,43138.4,Default
4c4d771e-858d-4c2a-bdb7-f105799b561d,2022-08-01,2027-07-06,False,32012.3,5,49430.03,7.39,43,60,59276.21,Non-Default
4228b393-0195-4e1b-920e-061dcd0c6ba0,2023-03-17,2026-03-01,False,46702.65,5,30992.16,24.47,37,36,51866.12,Non-Default
ce2ec663-a471-4129-9b23-d9ef04945a34,2022-03-18,2027-02-20,False,34079.03,2,22307.77,20.49,27,60,83232.74,Default
f556c9b6-637a-4634-9fff-8536f452538f,2023-08-28,2027-08-07,True,1745.51,0,48734.86,22.45,51,48,32711.05,Non-Default
89a8710b-12e1-4391-9dad-f58ea8a3fc48,2020-09-04,2025-08-09,True,40261.67,4,39647.7,5.66,37,60,25426.72,Default
9bf0bb3d-7989-4373-b8fb-0dc23449c756,2021-07-12,2022-07-07,False,48730.58,3,15854.76,3.68,51,12,64207.74,Non-Default
e1808d8b-8f6e-4db6-9972-77a6b6eeadaa,2024-01-28,2029-01-01,True,6619.26,5,27689.55,10.19,50,60,83630.22,Non-Default
cec348ee-0fbb-4c09-a87a-4c82944fefc5,2020-09-18,2021-09-13,False,38339.69,0,24034.92,23.05,47,12,51759.14,Non-Default
a4b65171-768c-4c21-8cac-5f67117d2fa5,2021-05-25,2023-05-15,False,27289.58,2,6817.59,5.94,28,24,106196.47,Non-Default
e54bc929-77a3-4de8-9b39-a3113dec86c5,2020-08-22,2024-08-01,True,23853.84,1,22514.85,3.44,75,48,63971.41,Default
f7f9b886-38f3-4820-851f-22ae10a2bc5b,2022-02-24,2023-02-19,True,3093.5,3,33024.73,22.04,34,12,32724.67,Non-Default
d15c692b-ee94-4ca3-b3e9-c40e59e2f8d0,2021-06-09,2022-06-04,False,41125.59,2,5896.25,19.94,56,12,30667.29,Default
15ace215-08e1-4d5c-ac5c-af63b90cf81a,2021-08-25,2023-08-15,False,23139.77,3,2141.99,16.12,24,24,31871.65,Non-Default
d3243511-ab22-4dc1-9ba3-873e0d38dc26,2020-05-25,2022-05-15,False,20330.55,1,36119.44,3.09,51,24,32171.63,Non-Default
615c2f47-9384-4018-974b-321847c13efd,2024-06-28,2025-06-23,False,27863.15,5,5130.2,9.86,74,12,112577.09,Non-Default
151d548d-6b6d-4337-8a3a-28db78e48104,2021-11-17,2022-11-12,True,6406.92,5,21403.41,4.37,25,12,25764.74,Default
1500db60-49d4-4594-8e23-6e21d0d1f2cf,2024-01-02,2028-12-06,False,19784.25,5,34222.73,23.09,65,60,104063.79,Default
f3461ad8-bfde-489d-b3c3-8641ef9532de,2024-02-29,2025-02-23,True,4204.55,4,8914.89,8.15,24,12,118987.98,Non-Default
99149dd2-a5a2-4887-b30d-cd56e9c73fd3,2024-07-03,2028-06-12,False,19833.18,2,28154.78,21.55,58,48,37557.88,Default
0e26b1a2-4159-4e9f-98ce-958aa8512683,2023-09-12,2024-09-06,False,16219.19,1,35945.63,2.88,45,12,82303.44,Non-Default
bc102124-bcaa-450f-81c8-377a1879a8dd,2020-02-07,2022-01-27,True,3990.29,3,25924.51,11.36,19,24,32158.35,Default
06fb278a-46a1-4ffa-9e7a-4f2a8d912c29,2022-04-15,2027-03-20,False,12359.26,2,11993.44,18.74,47,60,100406.64,Default
3dbaa72e-469e-4e61-b5f4-848725a36cae,2024-07-23,2029-06-27,False,48149.05,1,34833.58,15.87,23,60,111642.75,Non-Default
97538aae-1af1-4f09-a7b4-16f61fbba9ac,2022-04-29,2026-04-08,True,11029.56,3,35635.09,22.6,24,48,94351.29,Non-Default
0e75b3ed-4773-4802-aac6-4aad95a6e93b,2020-12-25,2024-12-04,True,45793.82,4,46580.1,10.35,63,48,81654.35,Non-Default
06b86d33-de4c-4898-8a37-873ecd6e79b2,2023-12-11,2027-11-20,False,48693.19,3,27087.93,22.44,37,48,63915.37,Non-Default
a7bf12a4-4342-4e83-929d-c2bbd293ef1d,2024-03-09,2025-03-04,False,49914.89,3,32946.86,13.95,72,12,45787.87,Default
c6570f34-0b00-4b5e-b968-9097b513691c,2023-01-10,2024-01-05,True,13802.46,2,15701.74,17.92,52,12,81095.31,Default
ec678068-c501-438c-b3ce-8a947b48653e,2021-02-07,2025-01-17,False,30453.31,2,19778.79,8.76,63,48,115194.35,Non-Default
50e74fd1-c02a-4962-b00d-63cc2f4e0f0a,2020-12-27,2022-12-17,False,26127.87,4,32406.63,5.53,28,24,36273.06,Non-Default
671a5eed-2b3f-491f-9cb9-1a22eb523e81,2023-06-06,2025-05-26,True,19803.32,4,28587.2,5.67,56,24,101148.01,Default
b5ced984-ece8-4530-a6f2-25245f858218,2020-09-26,2024-09-05,True,48894.07,0,34346.85,12.5,26,48,113818.51,Default
1c323cf5-eb80-4ad3-8028-fa3cb8f99673,2020-05-28,2023-05-13,False,29900.83,4,43146.58,21.05,54,36,27664.0,Non-Default
0a56af9c-a4b2-469e-aab2-d15c96f077ab,2021-05-17,2024-05-01,False,20425.68,2,25869.17,23.95,59,36,58679.29,Non-Default
5c7e10a2-a4a9-416b-83ce-bd39c9e22391,2022-08-23,2027-07-28,True,29202.15,5,32321.93,15.18,31,60,36876.79,Non-Default
fc272b65-9f3c-4983-afb1-716763c1be76,2022-01-20,2026-12-25,True,6260.82,3,6893.86,24.83,24,60,76484.75,Non-Default
b14da437-04e9-45b7-a382-94336d1089ea,2020-04-18,2021-04-13,True,17457.12,2,32010.57,9.74,44,12,58223.0,Non-Default
b4218fa2-c99b-4b06-ae23-9f7f6aae06f2,2020-11-06,2022-10-27,False,48533.41,4,9390.82,5.95,39,24,43898.48,Non-Default
5ac4d2b6-d527-42b4-b374-5f17d2639e26,2020-04-16,2022-04-06,True,33182.77,4,3940.65,24.56,47,24,63296.14,Default
fc3a1e54-8348-476c-a0db-a4d8c87bebf0,2021-08-20,2023-08-10,True,41458.89,3,40961.77,10.58,53,24,78895.3,Default
747a381c-3151-4f26-a493-30be85ee88a3,2022-01-22,2026-01-01,False,2664.12,1,36275.79,22.93,43,48,103835.59,Non-Default
8bd20bc4-5628-4ad2-b0a5-d98b99e2d085,2021-11-11,2022-11-06,False,3061.08,5,32499.28,6.85,39,12,116213.71,Default
6f6bd1bb-a2eb-4d78-88f3-37278f47cb6b,2021-11-26,2026-10-31,True,26965.01,2,8077.86,5.32,69,60,109807.37,Non-Default
ffc4ea24-064e-48f6-ac0e-cef5fa75284c,2023-04-25,2026-04-09,False,22820.91,4,35436.87,5.51,59,36,107323.25,Non-Default
95855ccd-6752-4251-b357-f636f70224ab,2020-06-15,2024-05-25,True,8554.16,1,15536.06,3.82,66,48,52303.0,Non-Default
6c772699-5cb4-4261-baea-ee2bfc0c424c,2022-01-29,2024-01-19,True,42013.83,2,17.79,13.54,73,24,45672.69,Non-Default
1921460a-84d1-46d0-806f-a7da80e5706e,2020-05-10,2022-04-30,False,28062.23,0,24755.72,4.78,67,24,74238.44,Non-Default
063c1ec3-c6c7-4549-b75c-f6979e7bed32,2024-06-26,2026-06-16,False,14151.54,2,13995.83,22.58,59,24,51012.21,Default
e72ffc05-6569-4ed1-a63c-283fb693be49,2020-12-04,2022-11-24,False,5222.57,3,34888.08,11.51,64,24,97815.42,Non-Default
ac4f85ee-8641-46be-83a5-f328f21f783b,2023-04-16,2025-04-05,False,19819.31,2,33726.36,18.88,29,24,43855.94,Default
862703a3-acf8-4d60-9725-bb1b38e1707d,2020-01-05,2023-12-15,True,42546.69,0,1534.72,9.11,29,48,104916.82,Default
fe13f0fe-d9d1-4461-9e66-8e432a1063c0,2023-08-24,2026-08-08,False,8989.56,5,36332.0,4.92,18,36,101118.46,Default
d8f0b7c3-0fbd-4f3a-8d6e-9885791ed37c,2023-04-20,2024-04-14,True,47463.53,0,25120.45,9.18,38,12,57862.33,Non-Default
7e2222bc-19a8-488f-8844-12d4026a1bad,2020-06-24,2024-06-03,True,47841.09,4,19136.06,21.83,60,48,49830.51,Default
1a84da71-d6c4-4a93-ad20-9a7d3c5b0218,2022-11-03,2026-10-13,True,27682.33,2,20914.75,6.16,40,48,46850.98,Non-Default
fc9de85e-364f-4d57-8d14-69e2081d3c45,2020-11-17,2023-11-02,False,31701.63,5,35653.96,11.81,53,36,64835.13,Default
c285cb3b-ca3e-4588-a895-6953a56c3f15,2021-06-20,2025-05-30,False,40955.65,4,45049.15,23.49,39,48,29383.94,Non-Default
d705d068-0851-4150-984c-768f87003168,2022-05-05,2025-04-19,True,16144.58,5,13084.83,12.08,75,36,81947.52,Default
a1c54f2f-3079-4646-91b9-e2a74076520c,2023-05-06,2026-04-20,False,1957.94,5,32821.74,14.97,27,36,86542.88,Non-Default
c7ed33e4-5d4d-40ab-8731-40178ced8153,2020-02-28,2024-02-07,True,45381.54,1,49016.93,23.89,42,48,81459.6,Non-Default
3b40d4e0-ed63-4de9-964b-3cab5c452269,2021-10-24,2024-10-08,True,20886.79,1,43990.18,24.29,26,36,66517.56,Default
9524df83-59ba-40ab-9d68-b6e2a91d22c6,2024-05-12,2028-04-21,True,47662.45,4,45292.4,22.91,64,48,49620.3,Default
62ac686d-32fa-4120-9e6c-9c5aa745ab3b,2022-03-24,2023-03-19,True,38462.88,3,14751.55,2.92,75,12,74330.12,Non-Default
490216c3-2f47-4bae-8a0e-dc4b3f4a5da7,2020-06-12,2025-05-17,True,31526.16,0,39711.35,6.21,21,60,60444.43,Default
de7f1cac-f11b-4edc-8d4a-2116a2c9497c,2023-10-30,2026-10-14,True,4162.3,0,32672.16,12.06,24,36,100054.6,Default
40ef18c6-5739-4997-b553-3be0e54f3554,2022-03-29,2025-03-13,False,31659.9,3,48044.26,8.66,67,36,86694.9,Non-Default
c10d0ce7-5fc0-4e3f-a58b-4bc837a2c29c,2023-11-10,2027-10-20,True,47832.01,1,708.22,14.86,54,48,46163.06,Default
98110123-688a-4969-860f-98297c111169,2022-08-01,2027-07-06,False,33091.36,0,18199.41,10.48,39,60,32458.89,Default
11b73a1d-384e-4177-bb55-0673c203a6bb,2022-06-08,2025-05-23,True,11243.17,2,11958.36,23.44,71,36,87876.74,Non-Default
8aedc447-7411-4340-8cf6-934db53b1a69,2022-04-07,2027-03-12,False,30258.19,3,31518.54,17.58,43,60,61864.92,Non-Default
fbe6308e-dd8b-474b-924e-e0e7688159c2,2021-04-16,2026-03-21,True,16631.32,4,44643.93,15.75,32,60,65435.45,Default
5da721a7-f708-4d38-a227-cc458d2791de,2020-04-29,2021-04-24,False,21763.45,5,29308.02,3.03,62,12,32974.63,Non-Default
89232541-6948-4110-ae0a-3f5daf41b879,2022-07-31,2027-07-05,True,16134.41,1,47888.62,20.98,64,60,115298.26,Non-Default
fb0a6440-19f4-4438-90f4-a3d5d31a94b1,2022-08-13,2026-07-23,False,5689.1,5,7120.71,23.07,67,48,99254.14,Default
c0901063-1ccd-4a8e-b0dc-ca7b5429d6c1,2021-02-28,2025-02-07,True,42340.0,1,19900.28,10.63,74,48,47477.33,Non-Default
192dcc6a-b8e3-43c7-aac5-20246dbbd712,2020-04-27,2021-04-22,True,8589.89,1,6081.28,11.01,53,12,58441.45,Non-Default
23411c14-e27f-4524-ac80-71f14a578e6b,2023-10-20,2028-09-23,True,3488.56,1,21025.55,7.65,64,60,62546.13,Default
f44a7c3a-58be-4d34-bc69-1c429c3b14fc,2021-05-09,2022-05-04,True,21281.54,4,40085.96,9.59,42,12,66013.03,Default
b29acee7-375e-4730-b623-73b057bb1e51,2023-07-11,2027-06-20,False,42037.89,4,12869.85,10.79,74,48,101602.75,Default
d69227c7-4a12-4272-809a-f4597ed0a0bf,2020-12-11,2023-11-26,False,47843.78,3,4812.19,3.82,36,36,116955.38,Non-Default
20a18b46-6448-4114-aee7-f44a7604a5ae,2021-08-11,2024-07-26,True,49364.64,4,27673.95,6.47,52,36,22669.16,Default
03f51aff-e7f6-4469-b573-d8c7a1e2ec00,2024-01-12,2025-01-06,False,30092.0,4,47889.96,20.11,54,12,46571.15,Non-Default
994f9b4c-4578-4bac-812f-dd2104595a92,2023-10-24,2025-10-13,False,22521.79,1,34457.2,5.97,34,24,35335.66,Default
29ec6163-f42e-4532-ad82-8b9f85026181,2022-09-10,2026-08-20,True,12246.49,5,28307.62,6.01,19,48,79247.04,Non-Default
09e8c5fc-cc54-4e4f-accf-6c5cbe6f9dfa,2023-12-14,2026-11-28,True,33352.88,4,5721.02,20.18,61,36,22315.63,Default
afbec710-ad38-4536-8c05-44969b134cd1,2022-02-15,2027-01-20,False,8245.39,2,40421.74,23.45,34,60,55832.04,Non-Default
aea98416-c020-4e44-9199-c59ee9643c68,2023-09-26,2024-09-20,True,26493.34,4,47161.45,9.23,22,12,76930.05,Non-Default
966262e7-2e72-40cc-bd2f-654e1847e2a3,2021-11-24,2024-11-08,False,44587.64,0,32412.68,11.08,65,36,118271.94,Default
37b7e7df-ce25-43e9-9c37-e176a563828a,2021-04-30,2023-04-20,True,12028.92,2,17804.76,24.52,55,24,83206.92,Default
bed750cd-bf6b-44a5-a60e-cab4b316edba,2020-01-24,2024-01-03,True,5951.63,2,13588.42,20.75,45,48,104379.58,Default
42686ed4-c790-43ab-a454-43a0d98c388b,2021-12-15,2022-12-10,True,20155.68,0,36820.92,3.06,35,12,114772.02,Default
eefdc3c9-778c-49aa-9199-d17b027481b9,2021-05-04,2023-04-24,True,29491.55,3,42745.27,20.67,47,24,24806.11,Non-Default
86982a33-6c97-4da4-b637-baecc9fd1bbf,2020-11-19,2023-11-04,True,24558.23,4,43766.98,19.33,43,36,22535.08,Non-Default
3838ee13-5146-42af-90b7-044d66409332,2024-03-26,2026-03-16,False,29851.54,0,44657.55,10.91,72,24,93991.4,Non-Default
23915fca-d63a-42f9-81e9-0e25fe3f03bd,2021-01-06,2022-12-27,False,40004.19,3,1399.24,11.37,50,24,48088.1,Default
ad8dea68-481b-4047-ac3f-3b5fbc1b8737,2023-11-02,2024-10-27,True,13056.1,4,13092.62,6.88,34,12,111628.1,Non-Default
9acfaaef-2e92-45fd-acdc-a5500cb3eb87,2024-07-02,2025-06-27,True,8185.53,3,5392.86,9.52,35,12,116347.43,Non-Default
12ca5cbe-fc0e-429b-a85c-d8e29730ce34,2024-02-09,2026-01-29,False,3846.33,0,24111.02,24.54,37,24,33396.35,Default
42fdd442-fb2c-4f5f-bb30-4a95d9453736,2024-01-10,2025-01-04,True,19097.7,3,2214.51,18.14,72,12,64120.29,Non-Default
306a0273-bb41-490b-b61a-6e5e87909490,2022-06-03,2025-05-18,True,10228.59,0,46664.99,8.34,44,36,84945.71,Default
ddd09443-1397-447c-8eb1-6508ac478cbd,2020-10-23,2023-10-08,False,2662.59,2,1251.96,10.03,27,36,105307.87,Default
ebd047d4-1c88-4d69-b719-13b20e386f37,2023-12-02,2027-11-11,False,15582.15,1,31898.49,21.53,74,48,33245.16,Default
fbe72183-c4e7-4d11-9caf-6876a1968b0c,2020-10-22,2024-10-01,False,21452.95,0,31320.89,17.33,71,48,70257.49,Default
4ce7b99c-234e-48a1-a18d-38cb00624c7b,2021-09-06,2024-08-21,True,32371.88,4,40462.67,14.04,37,36,76689.68,Non-Default
79af9cca-0089-4800-a796-7ed39cf6ad5b,2021-12-19,2026-11-23,False,40386.48,5,553.05,4.79,46,60,44767.61,Default
8e435aca-a3d0-4550-b25b-843acccae6a3,2023-04-16,2026-03-31,True,47979.11,2,14603.27,5.89,61,36,62305.74,Default
6f19fbae-ae28-4166-83dd-f07e85df511a,2022-08-10,2026-07-20,False,22114.47,2,22197.7,15.26,23,48,84625.39,Non-Default
97395858-b0b4-4a93-bcdd-e6b9f5965ee9,2023-04-28,2024-04-22,True,6473.32,2,46032.68,22.04,24,12,55403.03,Default
8f92d9b6-a713-4031-abf9-eb42a2d2de07,2022-10-07,2026-09-16,False,39016.59,1,22557.45,18.55,44,48,33918.03,Default
f965ca43-55e7-4c34-b90d-ecd250ce69fa,2021-05-17,2022-05-12,True,5460.06,0,38129.61,21.13,48,12,34720.64,Default
40affec3-16dc-44f0-b307-d186b65f8215,2022-07-28,2025-07-12,True,21138.0,0,30595.97,6.08,48,36,31953.77,Non-Default
084c167d-6a67-40a9-a61f-ad5f0ca6933d,2021-07-26,2022-07-21,False,14037.52,1,47775.53,10.79,29,12,102714.86,Non-Default
3e765ce9-638b-47e8-839f-a51d16d7ef00,2020-08-13,2025-07-18,True,5459.64,1,7967.72,15.72,35,60,52052.82,Default
499a06bd-3292-4068-b18b-9b857b4beccf,2022-06-05,2023-05-31,False,5023.61,3,15217.59,18.18,39,12,45413.63,Default
cdf78c45-6142-4278-8992-13ed413e28ab,2023-01-30,2024-01-25,False,30641.49,3,46358.1,5.08,20,12,83737.7,Non-Default
9e1c8a3d-2a8d-4ac9-82fe-175064ad83d3,2023-02-03,2024-01-29,True,33529.13,4,18950.11,24.44,74,12,34166.4,Default
5c383140-43fb-4168-b478-78548214cdbe,2021-12-24,2026-11-28,False,31628.98,2,12953.6,17.19,30,60,49106.05,Non-Default
905ae510-53a9-4dfc-bf54-bba082883ce7,2021-07-14,2024-06-28,True,1286.59,5,34708.21,3.18,46,36,100707.54,Default
4b63721a-a5e0-4e5a-9202-7c81ec847e88,2020-06-07,2023-05-23,True,41073.89,4,4745.04,11.89,24,36,85939.67,Default
36836994-7ecd-4bdd-96b5-8908f6e0d941,2020-08-19,2024-07-29,True,10606.23,2,34587.91,10.45,47,48,72607.34,Default
36617ce6-7f97-47e8-9a4c-d92d3b78ffd0,2020-04-24,2024-04-03,True,34221.4,5,26245.95,17.79,31,48,94348.15,Non-Default
3554d4cd-2b0a-4572-b68c-2c588ba7f11d,2020-08-08,2023-07-24,False,23098.48,0,16063.62,18.77,47,36,66522.91,Default
7418779a-dc28-41a2-8766-f0ac837f1ab7,2020-06-13,2022-06-03,False,46569.84,3,18833.5,21.03,21,24,87267.86,Default
bb70ad99-898c-4b08-b444-f206e427cb91,2022-06-09,2024-05-29,False,41166.11,3,29251.72,12.53,21,24,33338.58,Non-Default
5c9a4dab-0709-4f8f-8df4-7756f3e760e4,2020-03-19,2022-03-09,False,1921.57,0,38805.13,18.05,32,24,36067.46,Non-Default
cfa30252-94a0-4c8c-8657-9b40b423162a,2021-05-07,2024-04-21,True,32094.19,5,38034.17,21.97,49,36,84101.51,Default
b9e6024e-0f95-4387-9608-d6e02f5346af,2021-07-04,2025-06-13,True,19825.26,5,9815.38,18.43,57,48,47067.24,Default
c2fe4134-38f8-4c94-b319-fd74a50c15b2,2020-09-20,2021-09-15,True,41814.06,2,49031.67,5.91,35,12,80479.09,Default
2aa1dfb5-0f86-4d45-8b65-97032917e7e4,2023-01-25,2025-01-14,True,47790.27,5,41747.32,4.1,38,24,79629.48,Non-Default
950bf2de-bd16-4edf-a601-aaafbb7b17c5,2022-10-02,2025-09-16,False,7851.86,3,5635.36,12.7,27,36,118962.54,Non-Default
3332a745-177b-4c71-8c4d-4e25e9742b9c,2020-10-12,2021-10-07,False,15598.26,1,49207.79,3.78,37,12,53826.45,Non-Default
83949a0d-f5d0-4c3b-bb10-caa825bd8c6d,2021-08-02,2025-07-12,False,12689.36,4,9894.58,12.08,43,48,41377.06,Non-Default
f764d00b-d064-4894-a8e8-1b4272f8084a,2020-08-17,2021-08-12,False,17445.1,1,27947.33,18.78,54,12,60760.23,Non-Default
6343a34b-406f-46db-b733-5160eff0033b,2023-01-27,2026-01-11,False,24649.09,5,9520.58,15.18,61,36,80592.11,Non-Default
ae68a2d5-d1d0-4909-81da-2c36d0d3918d,2022-04-19,2024-04-08,True,14677.63,0,22884.56,20.97,68,24,56076.48,Default
fb3dfbd1-7087-4bdf-8c18-561aa3132e7a,2020-09-26,2022-09-16,True,28155.71,4,34136.35,22.61,56,24,118529.6,Default
114f8be3-0048-4ed9-8811-206a90a34484,2021-03-12,2022-03-07,False,34645.79,4,6511.16,13.23,24,12,53694.87,Non-Default
35b525d7-f1fb-4748-9aa5-fee58f237a6b,2021-01-18,2022-01-13,False,47109.34,1,772.16,23.48,58,12,89058.57,Default
c28975e6-0704-4f71-8142-6ac6d48e59ca,2020-05-29,2023-05-14,False,42998.7,5,44074.2,14.0,53,36,39084.98,Non-Default
ac642bbf-4ff6-4d43-a780-e8db6902c3a5,2023-12-17,2028-11-20,False,29446.13,5,10764.5,21.16,50,60,106903.63,Default
a37283bb-03d6-4584-b88e-4fb7fd614c76,2024-03-11,2026-03-01,False,39933.19,2,6701.4,9.58,48,24,97885.41,Non-Default
c4d78abc-e4b5-416e-bf9b-537adfd6774f,2020-05-03,2025-04-07,True,27686.25,5,34671.27,7.33,38,60,111215.11,Non-Default
a11eb5d9-d944-4afd-87ff-a058e4ae986b,2023-05-31,2024-05-25,False,36819.79,2,11673.78,20.8,36,12,38171.91,Non-Default
33d6bb67-bcc3-4a06-9c1a-31da69f67fb4,2022-09-18,2026-08-28,False,13125.18,2,9479.78,11.43,51,48,35085.03,Non-Default
1e6e3154-9522-4895-8c62-94091bb21476,2023-12-21,2027-11-30,False,6100.4,0,20904.78,11.5,30,48,102339.33,Non-Default
3fd79c11-980d-444d-a648-330b7fce94e9,2023-05-19,2026-05-03,False,41935.18,5,18474.16,23.99,43,36,90085.5,Non-Default
66819974-f0c8-4877-80d1-1487a1f4d24a,2023-01-10,2024-01-05,True,28394.97,1,4676.68,18.39,63,12,48319.97,Non-Default
2a3fc2d9-0b4a-4f34-bc0b-89f1a52b0561,2022-08-18,2025-08-02,False,36497.48,0,27214.87,10.67,23,36,46861.05,Non-Default
f7f59f37-4c8e-4433-867c-bf3b8729640e,2020-02-11,2023-01-26,True,48448.2,5,37458.99,4.88,70,36,115082.41,Non-Default
4c0f7c80-8b55-4341-956f-942fc08838d2,2024-01-15,2028-12-19,False,25453.35,2,39923.77,5.88,53,60,34333.11,Default
cf27891b-3104-408c-9d9c-61343b813d95,2023-11-24,2027-11-03,True,23394.63,1,8369.01,12.3,72,48,30051.43,Non-Default
70106f01-c8c6-45ef-9a66-3675631e3746,2022-04-27,2025-04-11,False,45335.73,2,43604.62,3.64,49,36,95654.92,Non-Default
c3ec2bf8-fe56-4f72-b2a6-c27844598d8d,2024-02-04,2028-01-14,True,42658.84,1,43161.02,2.78,26,48,105920.02,Non-Default
0441959a-1fec-4d9d-99d1-f98ed39ca98b,2023-10-31,2026-10-15,True,14128.26,2,21893.09,7.66,54,36,35433.68,Non-Default
5b3d2d08-771f-40d9-984c-5c64dd52b67c,2022-04-24,2025-04-08,True,22938.56,4,16743.98,8.84,18,36,118765.56,Default
fbe3ded7-8e9e-45f2-954a-8b44b1621617,2020-06-02,2024-05-12,False,44916.58,5,28020.15,18.04,49,48,97217.46,Default
15264006-13b9-478a-ab5f-d9a069b6c84b,2021-08-14,2024-07-29,False,34436.1,5,10086.09,12.64,23,36,76858.36,Default
b96b0eec-fa61-40fa-b2c0-352baac331c2,2024-08-10,2025-08-05,False,41044.93,4,13755.09,20.19,21,12,30846.47,Non-Default
d8dd1cc0-a1f5-4cca-9799-78b4fb8eb1c6,2020-11-20,2022-11-10,False,35149.38,2,4292.49,10.63,39,24,86818.76,Default
2b7f3799-853e-4ebf-9f66-12e9034627ce,2024-07-27,2029-07-01,False,30973.11,4,29521.72,20.32,60,60,97406.42,Non-Default
92bf569d-06f7-47c4-a099-03d2ad0a2f68,2020-01-26,2024-01-05,True,23233.26,2,16752.26,4.71,49,48,94029.84,Non-Default
9bfeb1d9-10a8-43ec-93ea-63627a502846,2022-01-01,2026-12-06,True,7575.76,4,32634.72,11.05,41,60,116957.34,Non-Default
f3d3240a-2050-4daa-bbee-487293f9c004,2022-04-24,2027-03-29,False,14364.06,3,19385.77,23.12,20,60,51071.66,Non-Default
a17d6b7f-5a02-4ac9-b8e5-0f016a532af6,2020-10-08,2022-09-28,True,42449.76,5,24865.26,23.62,46,24,109733.87,Non-Default
c3a7afc6-d19a-4197-8934-34b817858fdb,2021-01-28,2024-01-13,True,26305.71,5,42863.83,11.52,26,36,65368.47,Default
320e115c-733c-43d6-b21c-54df18ef7951,2022-12-11,2025-11-25,True,21388.1,5,49213.36,11.71,22,36,30170.27,Non-Default
589680ac-9350-4ce1-80b9-2ba996db4881,2020-05-02,2023-04-17,False,47350.17,3,41363.91,11.45,32,36,117713.45,Default
e909eb40-7f26-4c48-960d-b920256b93a1,2022-04-20,2026-03-30,True,8490.44,4,30772.61,13.04,19,48,83215.25,Default
f008af33-507c-4268-981c-00801fd0da3b,2020-05-25,2022-05-15,True,39946.66,4,32891.5,18.07,68,24,116217.15,Default
d118ebfa-01cf-47f8-a433-f13837032814,2020-11-27,2024-11-06,True,12645.41,5,25834.93,7.85,37,48,22596.76,Default
